Text,classes
"বডি ভালো ঠিকাছে,তাই বলে বেশিরভাগ সময় খালি গায়ে থাকা লাগবে।।এটা কি ধরনের অসভ্যতা😑",NoAG
"অথচ দেখেন আমি প্রবাসী, আমার কোম্পানিতে প্রায় ১৭০০+ মানুষ কাজ করে,  প্রতিদিন সকালে সবাইকে একটা করে মাস্ক দেওয়া হয়, হয়তো আমাদের দেশে হলে কোম্পানি  পালিয়ে যেতো অথচ এদেশে সরকার  ফ্রি মাস্ক বিতরন করছে",NoAG
আপনি  পুলিশ  ফোন  দিয়ে  ওই দোকানের  লোকেশন  বলুন,NoAG
"এতো সাহস করে স্টেটাস দিতে পারেন, তো আরো একটু সাহস করে একটা ভিডিও করে ভোক্তা অধিকারে দিয়ে দিতেন। এতো অলস হলে তো অপরাধীরা সাহস পাবেই।",NoAG
"ভারতে এমন অসংখ্য তরুণের ক্রিকেট খেলার একমাত্র অনুপ্রেরণা আমাদের ইম্রুল ব্রো, এসব একদুইটা অর্থব দিয়ে লাভ নাই",NoAG
এমাম  হোসাইন  কাকন  ধুর বাল!! তাহলে অইটা কি বাল ফেলার জন্য দেয় 😡,NoAG
শামীম  রেজা  হেটার্সেরও গুষ্টি কিলাই...😑😑 যদি এইবার পার্শ্ব-অভিনেতার ক্যাটাগরিতে পিট অস্কার না পায় তাইলে অস্কার কমিটি কি বাল্ডা ফালায় এইবার সেটাই দেখিতে চাই...😑😑,NoAG
"ওইদিকে নাসিম রে হ্যাট্রিক দিয়ে বসে আছে ! শান্ত বাদ দিলাম ! তাইজুল, মাহমুদুল্লাহ  হুয়াই?😡😡",NoAG
রিয়াদের আউট দেখে খুব খারাপ লাগলো।একজন সিনিয়র প্লেয়ার হ্যাট্রিক বলটা এতো বাজে ভাবে শট খেলে..,NoAG
আসিফুল  ইসলাম  ভাই আমরা যারা পাড়ার ক্রিকেট খেলি তারাও এই বল ছেড়ে দিত তার উপর হ্যাট্রিক বল।এদের এই কমন্সেস ও নাই আরো নাকি সিনিয়র প্লেয়ার।,NoAG
অনুপম  দেয়  আর  কত হতাশ করবে কোটি ক্রিকেট প্রেমী বাংলাদেশীকে😞,NoAG
আসিফুল  ইসলাম  ওই বলদগুলো থেকে আমাদের জুনিয়রগুলো অনেক ভালো।আজকে ফাইনাল খেলার যে টেম্পারমেন্ট দেখাতে হয় তার সবই দেখাচ্ছে।,NoAG
u19 টিমও ফাইজমালি শুরু করসে😠,NoAG
"না মানে, কোন লেবেলের বোকাচোদামি এগুলা । জন্মের পর থেকে কি একটুও বুদ্ধি হয়নি? সিরিয়াসলি?",NoAG
"ভাই এই আশাও পূরণ হয়সে, লাস্ট এ এসে আল্লাহ এইটাও দেখাইলো, ব্যাট ছাপড়ায় জিতসি !! আলহামদুলিল্লাহ",NoAG
এরা জিতবে না তো আমাদের সো  বুড়ো টাইগার্সরা জিতবে | এদের বডি  ল্যাঙ্গুয়েজে  ই বলে দিচ্ছে এরা ট্রফি  নিতেই আসছে |,NoAG
যতদিন বেচে থাকবো ততদিন ওরে ট্রল করবো।আমাদের ক্রিকেট শেষ হওয়ার পেছনে এমন গদা খামাসুদের অনেক অবদান আছে।,NoAG
"জাবেদুল  ইসলাম  পরে খেয়াল হইল। তোর সাথে সিংগেল কোনো পিকও নাই। আবির, তামিমের সাথেও নাই। 😑",NoAG
এরকম করা যায় কি আসলেই? মানে রেস্টুরেন্ট এর বসে অর্ডার করা যায় অনলাইনে?,NoAG
আকবর আলীর ভবিষ্যতে কি লেখা আছে জানিনা তবে তার যেই ধৈর্য্য এমন ধৈর্য্য আমাদের সিনিয়র একটা প্লেয়ারের ও নাই টু বি অনেস্ট।,NoAG
"কাপ নেয়ার পর কী করলো দেখেছেন? শামীমের হাতে কাপটা দিয়ে দিলো, অথচ সে-ই ক্যাপ্টেন। কোনোরকম ফালাফালি নাই। পুরাই ক্যাপ্টেন কুল।",NoAG
তবে একজন নিরপেক্ষ ত্রিকেট ফ্যান হিসিবে Sakib এর Saxena র গায়ে প্রায় বল মেরে দেওয়া এবং আউট করার পর Bishnoi এর গালি দেওয়াটা খুবই দৃষ্টিকটু লেগেছে,NoAG
"বাংলাদেশ ছোট্ট টাইগার টিমকে ❤ শেষ পর্যন্ত ভারতের দাদাদের কে বাঁশ দেওয়ার জন্য মিনি টাইগারদের ""ধন্যবাদ "" জানাই।",NoAG
"এটা সামগ্রিকভাবে চলমান এফটিপির বিশাল এক শূন্যতা, অন্য ভাষায় আইসিসির জন্য ব্যর্থতা। একটা উদীয়মান দেশকে পর্যাপ্ত ম্যাচ দিতে না পারাটা অবশ্যই আইসিসির ব্যর্থতা।",NoAG
"জন্ম টা যদি রাস্তাই হয় তাহলে আর কি দেখবো তাদের কাছ থেকে🤬মাদারসো একেকটা, এগুলারে জনিরে দিয়া এনাল দেয়া উচিৎ",NoAG
আশা করি ভালো ছবি তুলবেন আর এপ্রুভড হবে।আর আশা করি সম্মান দিতে শিখবেন।নিজের ছবির নিজে জাজ না হয়ে অন্যকে জাজমেন্ট করতে দেন।,NoAG
ওর ফিল দেইখা আমার গা শির শির করতেছে :p মনে হইতাছে আমার কানেও কেউ গুতাইতাছে,NoAG
প্রমিথিউসের চালাকি বুঝতে পেরে জিউস প্রচণ্ড ক্ষেপে যান এবং মানবজাতি যাতে দেবতার কিছু উৎসর্গ করতে না পারে সেজন্য জিউস পৃথিবী থেকে সব আগুন তুলে নিয়ে যান।,NoAG
"মানবজাতির স্রষ্টা প্রমিথিউস এতে উদ্বিগ্ন হয়ে পড়েন! কারণ আগুন ছাড়া মানুষ বাঁচতে পারবে না, উৎসর্গ তো দূরে থাকুক।",NoAG
তবে এবারে জিউসের রাগটা গিয়ে পড়লো শুধুই প্রমিথিউসের উপর। প্রচণ্ড ক্রোধের বশে জিউস প্রমিথিউসকে দিলেন ভয়ানক এক শাস্তি।,NoAG
গত ২৯ ডিসেম্বর চীনের হুবেই প্রদেশের একটি জনবহুল শহর উহানে মরণঘাতী করোনা ভাইরাসের উপস্থিতির প্রমাণ মেলে। প্রথমদিকে ব্যাপারটি তেমন গুরুত্ব না পেলেও সময়ের সঙ্গে পাল্লা দিয়ে করোনা মহামারি আকার ধারণ করে।,NoAG
"নাগরিক ছন্দপতন ঘটায় এক ভূতুড়ে পরিবেশ তৈরি হয়েছে সেখানে। মানুষের পাদচারণায় পরিপূর্ণ সব জায়গাও জনশূন্য, চলছে না কোনো গাড়ি, দোকানপাট বন্ধ করে সবাই ঘরে বসে অনাকাঙ্ক্ষিত কিছু একটার প্রহর গুনছে।",NoAG
“ভাইরাসে আক্রান্ত হওয়ার পরও অনেকে জায়গার অভাবে হাসপাতালে ভর্তি হতে পারছেন না। তাই তারা মৃত্যুর প্রহর গুনছেন।’’,NoAG
"আমার কাছে মনে হচ্ছে পুরো পৃথিবী যেন থমকে আছে, এমন নীরবতা ভয়ের জন্ম দিচ্ছে মনের ভেতর।",NoAG
"রাতে খাওয়ার সময় বন্ধুদের সঙ্গে ভিডিও কলে কথা বলছিলাম। তাদের অনেকেই উহানের পার্শ্ববর্তী শহরে ছিল। বাড়িতে ফিরে আসতে ভয় পাচ্ছিল তারা,",NoAG
কিন্তু ঘুমাতে যাওয়ার পর বিগত কয়েকদিনের ঘটনা মনে করে আর ঘুমাতে পারলাম না। অনেক অসহায় লাগছিল ভেতর থেকে; কান্না করে নিজেকে কিছুটা হালকা করতে চাইলাম,NoAG
"আমি চলমান অচলাবস্থার প্রথমদিন থেকেই অনলাইন সেন্সরশিপের কারণে তেমন কিছুই লিখতে পারিনি। চীনে অনলাইনে অনেক আগে থেকেই কড়াকড়ি রয়েছে, কিন্তু এখনকার পরিস্থিতি ভিন্ন।",NoAG
"সবার জন্য বাইরে বেরোলে মাস্ক পরা বাধ্যতামূলক করা হয়েছে। এটা ভালো একটা উদ্যোগ, কিন্তু কখনো কখনো এমন নিয়ম ক্ষমতার অপব্যবহারের সুযোগ করে দেয়।",NoAG
"শহর জুড়ে অচলাবস্থা চলার কারণে মানুষের বিশ্বাস আর মনোবল ভেঙে পড়েছিল প্রায়। উহান আজ ক্লান্ত, পরিশ্রান্ত; নিজের ভারই বহন করতে পারছে না যেন।",NoAG
তোমরা যেটিকে ওয়াজ মনে করো রাজাকার সাঈদীর দালাল আজহারী সেটিকে লাভজনক ব্যবসা মনে করে আর সে ব্যবসার সামান্য নমুনা মাত্র ৫ কোটি টাকার গাড়ি কিনেছে আজহারী,NoAG
এই  রাইডারের কে   জেল  এ  ঢুকানো  উচিত যাদের  জন্যই  রোড  এক্সিডেন্ট  গুলা  হচ্চে ... আর   দোষ  হচ্ছে  বাস  ড্রাইভার  আর .,NoAG
মজার বিষয় হচ্ছে যারা এইগুলা দেখে মজা পাচ্ছে ওরা কিন্তু তোমার মরে কান্না পর্যন্ত করবে না,NoAG
"কেন ভাই কেন ? তোর ফ্যামিলি আছে, মা আছে বাবা আছে কেন তুই এমন রিস্ক নিতে গেলি ?",NoAG
এই ধরনের মা***দ টাইপের রাইডারদের ভিডিও প্রকাশ করাটাও মা****দ এর কাজ,NoAG
"এর পরে কোনো গাড়ি খেয়ে দিলেই সব সরকারের দোষ, পরিবহন মন্ত্রীর চৌদ্দ গুষ্টিকে নিয়ে এই গরীবের giacomo agostini , ওয়াজ করবে 😒😒 শালার বাঙ্গালী ভাত পায়না আবার রাইডিং সোডাউ",NoAG
এই করতে যেয়েই তো মরে।এদের তো কিছু হয়না।পরিবার গুলা শুধু শেষ হয়।,NoAG
দুই তিনটা বাউলি মেরে নিজেরে রাইডার মনেকরা নেহাৎ বোকামি!! রিস্ক ছাড়া যেখানে সাধারণ ভাবে চালানো যায় সেখানে অযথা রিস্ক নেয়াতে বাহাদুরির কিছু নেই!!,NoAG
যারা  হা হা  রিএক্ট  দিয়েছে  তাদের  বিবেক  বলতে  কি  কিছু  নাই ??? এইটা কি মজার কিছু ??? মানুষ  এখন  মানুষের  কষ্ট  দেখে  ও  হাসে .,NoAG
"আর এফ এল মেনেজমেন্ট কখনো এটা করতে বলে নাই, কিছু কিছু চোর বাটপার দের করনে আমার সুনামধন্য প্রতিস্ঠানের সুনাম নষ্ট হয়,এই মূহুর্তে এদের কে চাকরি থেকে বাদ দেওয়া উচিৎ",NoAG
"এই হানে বাল না ফালাইয়া , সরকারি কাজে বাল ফালান, যেমন  ভুমি অফিসে , পৌরসভা, নানা সরকারি অফিসে , এইখানে তো সবাই এইগুলা করতে পারে ঐখানে করে দেখান",NoAG
"মাশাআল্লাহ, এটাতো ২০১৫ সালের ওয়াজ, তখন তিনি নতুন করে ওয়াজ করা শুরু করতেছেন।",NoAG
"সুবর্ণা মুস্তফার সাথে একবার হুমায়ুন ফরিদীর প্রচণ্ড ঝগড়া হলো, রাগ করে সুবর্ণা অন্য রুমে গিয়ে দরজা আটকে শুয়ে পড়লেন।
",NoAG
"সুবর্ণা সকালে উঠে দরজা খুলে দেখেন, যেই রুমে ঝগড়া হয়েছিল, সেই রুমের মেঝে থেকে ছাদের দেয়াল পর্যন্ত একটি কথাই লিখে পুরো রুমকে ভরে ফেলা হয়েছে, কথাটি হল- 'সুবর্ণা, আমি তোমাকে ভালোবাসি'|
",NoAG
"সেও কিছুকাল পরে টের পায় তার স্বাধীনতা হারিয়ে যাচ্ছে। মুক্তির জন্য ছটফট করতে থাকে। দুর্বিষহ হয়ে উঠে দুজনের জীবন। প্রেম সত্যি একসময় মুছে যায়।
",NoAG
"হাতের ওপর হাত রাখা খুব সহজ,
সারাজীবন বইতে পারা সহজ নয়!'

সহজ না হওয়ার কারণ ঐ একটাই-
'ভালোবাসা রং বদলায়'",NoAG
এভাবে মহাভারত লিখতে সময় লেগে যায় তিন বছর। আর এরই মাঝে গণেশ নিজের দুটো দাঁতের একটি হারান।,NoAG
"এই আত্মা অচ্ছেদ্য, অদাহ্য, অক্লেদ্য, অশোষ্য। তিনি চিরস্থায়ী, সর্বব্যাপী, অপরিবর্তনীয় ও সনাতন।",NoAG
করোনা ভাইরাসের সিজনে পক্স মোটেও ভালো লক্ষণ নয়... বেশী করে ডাবের পান খাবেন। গেট ওয়েল শুন’,NoAG
"জিহাদ ও খেলাফতের সিলসিলা বইটিকে নামের কারনে এক অনলাইন পরিবেশক তাদের ওয়েবসাইটে রাখেন নাই, দুইজন পাঠক বইটির কারনে পুলিশের হাতে হয়রানি হয়েছেন।",NoAG
"কিন্তু বইটাকে তখন কেউ কেউ সহজেই ধর্মবিরোধী হিসাবে অভিযুক্ত করতে পারে, সেই আশংকা সামনে আসলো। শেষ পর্যন্ত কন্ট্রোভার্সি এড়িয়ে যাওয়ার স্বার্থে সেই প্রস্তাব তুলে নিলাম।",NoAG
"কিন্তু আমি ব্যক্তিগত ভাবে মনে করি, এই বইটি বা বইটির প্রচ্ছদ দিয়ে আমার পক্ষে গোড়া ধার্মিক আর ধর্ম বিরোধী কাউকেই খুশি করার উপায় নাই।",NoAG
সত্যিই মদিনাকে একটা আবরণে ঢেকে দেওয়া হয়েছে। শব্দকেও আমরা 'ধর্মীয়' বানিয়ে রেখেছি।,NoAG
এরপর কিছু জায়গায় নায়িকা আর নায়কের ওভার এক্টিং আমাকে খুবই হতাশ করেছে।,NoAG
কেউ  যদি  মুভির কোনো  ভালো  রিভিউ  করে  তবে  সবাই  কমেন্ট  বাক্স  এ  এসে  মুভির  প্রশংসা করে  চুদে  দেয় .. .আবার  কেউ  যদি  নেগেটিভ  রিভিউ  করে  ঠিক  তখন  তার  উল্টা  কাজ  করেন ...কেন  ভাই  আপনাদের  নিজের  কি  কোনো  মতামত নাই,NoAG
আমিও  অনেক  ইন্টারেষ্টিং  হবে  মনে  করসিলাম । পরে  দেখতে  গিয়ে  একটুও  ভালো  লাগসে  নাই  ।তাই  হাফ  দেখে  অফ  করে  দিসি,NoAG
ছেলেটার ম্যাচিউরিটি লেভেল দেখে আমি অবাক। সে তার ঋণের কথা পর্যন্ত বলে গেছে।,NoAG
ওদের বিরুদ্ধে রেগিং এর অভিযোগ আনা  হইছে। কিন্তু তাই বলে স্যার হয়ে এলোপাথাড়ি মারবে?,NoAG
"রাগ্গিং  হোক  আর  না  হোক , তাই  বলে  কি  এই  'স্যার' রা  কারো  হাত  ভেঙে  দেয়ার  সার্টিফিকেট  পাই  ? এমন  ঘটনা  সত্যি  হয়েই  থাকে , রাগ  যে  দিসে  র  এই  'স্যারদের  ডিফারেন্স  তা  কোথায় ?",NoAG
চুয়েটের চার বছরে যতজন ফ্রেন্ডলি শিক্ষক দেখসি তাদের মধ্যে আরাফাত স্যার অন্যতম।তার বিরুদ্ধে এমন অভিযোগ আশ্চর্যজনক।,NoAG
সব ডাক্তার সাহেব যে মেডিকেল থেকে পাশ করে তার নামের সাথে প্রতিষ্ঠানের নাম থাকে তাহলে আজহারী লেখায় ওর সমস্যা কি?,NoAG
"ব্যাসিল হলওয়ার্ড একজন চিত্রশিল্পী, অল্পভাষী মৃদু স্বভাবের এই ব্যক্তি বছর কয়েক আগে হুট করে উধাও হয়ে বেশ আলোচনার কেন্দ্রে এসেছিল।",NoAG
"আবার ডরিয়ানের সাথে হেনরির পরিচয় হোক, এ-ও সে চাইতো না। ব্যাসিল মনে করতো, হেনরির অদ্ভুত দৃষ্টিভঙ্গী ডরিয়ানের উপর একটা খারাপ প্রভাব ফেলবে।",NoAG
" আহা, কী চমৎকারই না হতো, যদি এই ছবিটা বুড়িয়ে যেতো আর আমি যেমন আছি, তেমনই থাকতাম! এর জন্য আমি আমার আত্মা বিক্রি করে দিতেও রাজি। ",NoAG
"এক রাতে, এক নিম্নমানের ভাঙাচোরা থিয়েটারে তার সাথে পরিচয় হয় সিবিল ভেইনের। সিবিল থিয়েটারের সবচেয়ে দক্ষ অভিনেত্রী, তার কাজ দেখে মুগ্ধ হয় ডরিয়ান।",NoAG
"সিবিলের এই অবস্থা দেখে ক্ষিপ্ত হয় ডরিয়ান, তার সাথে সম্পর্ক ত্যাগ করে সে।",NoAG
"পরদিন সকালে সে খবর পায়, সিবিল আত্মহত্যা করেছে। এসময় ডরিয়ান দেখে, ব্যাসিলের আঁকা সেই পোর্ট্রেট একটু বদলে গেছে।",NoAG
"উপন্যাসের নামচরিত্র ডরিয়ান গ্রে আদতে একজন অত্যন্ত স্বার্থপর ব্যক্তি। নিজের সৌন্দর্য সম্পর্কে অবগত হবার পর থেকে সে যেমন স্বেচ্ছাচারী জীবন কাটায়, তেমনই নিজের কোনো কাজের জন্য দায় স্বীকার করতে রাজি না সে।",NoAG
নিজের বোন সোনায় সোহাগা আর অন্যের বইন ডাস্টবিনের ময়লা।যাইতাম যে কই।,NoAG
র‍্যাগিং সন্ত্রাসের সাথে জড়িত সকলের দৃষ্টান্তমূলক শাস্তি ও আজীবন বহিস্কার করার দাবি জানাচ্ছি।,NoAG
লোকাল চ্যানেলগুলোতে বারবার দেখাচ্ছে যে শহরের জেলখানা থেকে এক ভয়ঙ্কর খুনী পালিয়েছে। টিভিতে খুনির ছবিও দেখাচ্ছে। ফোন করে কেউ পুলিশে খবর দিয়েছে যে তাকে দেখা গেছে এই আবাসিক এলাকায়। গা শিউরে ওঠার মতো খবর।,NoAG
তারা অভাবী হলে আল্লাহ নিজ অনুগ্রহে তাদেরকে অভাবমুক্ত করে দেবেন। আল্লাহ প্রাচুর্যময় ও মহাজ্ঞানী।,NoAG
এখন আমি আমার পরিবারের খেয়াল রাখার মত ক্ষমতা রাখি আলহামদুলিল্লাহ। বাবা মায়ের ও চাহিদা পুরোন করতে পারছি আলহামদুলিল্লাহ।,NoAG
"ভাই  আলহামদুলিল্লাহ , খুব  ভালো  লাগলো  পরে . আল্লাহ  আপনার  রিজিক  এ  আরো  বরকত  দান  করুক  এবং  আপনাকে  হক  পথে  থাকার  তাওফিক  দান  করুক . আমীন .",NoAG
"আল্লাহ আপনার, এবং যারা বিয়ে করেছে তাদের সকলের রিজিকে বরকত দান করুন।। আর যারা বিয়ে করেনি আল্লাহ তাদেরকে বিয়ে করার তাওফিক দান করুন।",NoAG
"মুভিটা মুক্তির আগে যতটা এক্সাইটেড ছিলাম, দেখার পরে ঠিক ততটাই ডিসাপয়েন্টেড!",NoAG
"চমকে উঠলাম আমি! নিচতলার সদর দরজাটা খুলে ফেলেছে কেউ। মরচে ধরেছে কলকব্জায়, যতই আস্তেই খোলা হোক না কেন, আওয়াজ পাওয়া যাবেই।",NoAG
আইইউসির এখন যা অবস্থা বন্ধ হয়ে গেলেও একজন সাবেক ছাত্র হিসাবে আমার কোন আপত্তি নাই। নস্ট সন্তানের কু-কৃর্তী দেখার চেয়ে পিতার মৃত্যুই ভাল!,NoAG
সরাসরি বলছে বলিদান হয়ে যাবি। এ-ই ছেলে ক্যাম্পাসে আসলে যদি কোন সমস্যা হয় তাহলে এর দায় দায়িত্ব কে নিবে।প্রশাসনের উছিত এখনি মারমা সন্রসীকে গ্রেপাতার করা।,NoAG
"তার আচার-আচরণে স্পষ্ট যে সেও পাহাড়ি সন্ত্রাসীদের একজন। এজন্য তাকে ""পাহাড়ি সন্ত্রাসী"" বলতে আপত্তি নাই।",NoAG
"বাইট্টা একটা মানুষ, স্যারদের উপর নিজের ক্ষমতা দেখাতে যায়। এইসব আদোচাকে প্রথম দিনই পাছায় লাত্থি দিয়ে বের করে দিলে IIUC এর এই অবস্থা হয় না।",NoAG
হাইরে শেখ মুজিবুর রহমানের আদর্শ লালিত নেতা এরা যখন ভাষণ দেয়।। আর ফোন এ ভিক্ষা করতেছে।।যারা টাকার অভাবে থেকে ছাত্র সংগঠন করে তাদের বাপ 2 টা হওয়া উচিত শালা ভিক্ষুক,NoAG
"নিচ তলায় পায়ের আওয়াজ পাচ্ছি। কেউ ঘুরে ঘুরে দেখছে বাড়িটা। ভয় পেলে মানুষের শিরদাঁড়া বেয়ে কি যেন নেমে যায় জানেনই তো, আমিও তাই অনুভব করলাম।",NoAG
"যে সব ছাত্র রেগিং এর মত ঘৃণিত কাজে জড়িত হয়ে চুয়েট কে এবং চুয়েট প্রশাসনকে অস্থিতিশীল পর্যায়ে নিয়ে যায়, শিক্ষকদের বিরুদ্ধে অপপ্রচার ও বিভ্রান্তি ছড়ায়, চুয়েটের সুনাম ক্ষুন্ন করে, তাদের নাম লিস্ট করে এই গ্রুপে দেওয়া হোক।",NoAG
"বাসার কাছে গিয়ে তার বাসায় ঢুকতে দেওয়া হলো না,তার কারণ আমার সাথে করে আমার আম্মুকে নিয়ে গিয়েছিলাম।তার কথা হলো Tuition আমি করব, আমার মা না",NoAG
"টাকাটা বড় কথা না,বড় কথা হলো একটা মেয়ের সম্মান ।।সম্মানটা চলে গেলে পুরো পৃথিবি বিক্রি করে টাকা দিলেও সেই সম্যানটা আর ফিরে আসতো না",NoAG
"উনি আম্মুকে নিয়ে যেতে পারবে না কেন? আর এই সিম্পল জিনিসটা বলারই বা কি আছে? উনিতো কোনো পুরুষও নিয়ে যান নি, নিয়ে গেছেন উনার মা কে।",NoAG
সময়টা আজ কেমন যেন বড় হয়ে গেছি আমি তারা গুলো আজ ও মেঘের আড়াল কোথায় গিয়ে নামি,NoAG
আমার শ্রদ্ধেয় বড় ভগ্নিপতি আলহাজ জয়নাল আবেদিন তালুকদার (৬৮) লিভার ও কিডনিজনিত রোগে আক্রান্ত হয়ে বর্তমানে ঢাকা মেডিক্যাল হাসপাতালে চিকিৎসাধীন আছেন।,NoAG
মাশাআল্লাহ ভালোবাসার আরেক নাম মিজানুর রহমান আজহারী। ভিডিও টি দেখে অনেক ভালো লাগলো ।,NoAG
ভাই আমরা আপনাকে support করি। আপনি সব সময় সত্যের সাথে থাকেন। আল্লাহ আপনাকে হেফাজত করুক,NoAG
পিতামাতার কবরের পাশে দাঁড়িয়ে কোরআন তেলাওয়াত করে তাঁদের জন্য অশ্রু ছেড়ে দিয়ে শান্তি কামনা করার মত এমন সু-সন্তান পৃথিবীতে রেখে যাওয়ার ভাগ্য অনেকেরই হয়না।,NoAG
"বাসে যতজন মানুষ থাকে তার ঠিক কত শতাংশ স্মোকার আমার জানা নাই, আশা করি সংখ্যাটা ৫০% এর বেশি না। নন-স্মোকারদের জন্য সিগারেটের ধোঁয়া কতটা অস্বস্তিকর সেটা সবারই বোঝার কথা।",NoAG
"আপনার কাছে হয়তো শুধুই একটা সিগারেট, বা চুয়েট বাসে সিগারেটের ধোঁয়া ছাড়ার আবেগ। কারো জন্য সেটা মাথাব্যাথা, শ্বাসকষ্ট নিয়ে হলে ঢোকা।",NoAG
এত বড় হয়েও এটুকু সেন্স যদি কারো গ্রো না করে কিছু করার নাই,NoAG
আমি নিজেও পোস্ট করেছিলাম এই নিয়ে কিন্তু কিছু করার নাই। এই পোস্টের লাইক লাভ দেওয়া জনগণই সিগারেট খায়। এসব শুধু বলেই যাইতে হবে। কাজের কাজ হবে না।,NoAG
আমি  গত বুধবার এক ১৭ এর জুনিয়রকে মানা করছি সে অবাক হয়ে গেছে।,NoAG
"সে ধোঁয়া ছাড়তেছিলো সামনের দিকে। প্রথমবার চুপ করে ছিলাম,২য় বার যখন দেখলাম তখন ঝাঁড়ি না দিয়ে পারি নাই।",NoAG
সিগারেট  না  খাইলে  নাকি  হাগু  হয়  না ? এখন  আপনি  তার  হাগুর  দায়িত্ত্ব নিবেন ?তাদের  মোতে  এটা  নাকি  গ্যাস  এর  ট্যাবলেট  হিসেবে  কাজ  করে ...,NoAG
"আমি  ১ন ,  ২নং  ক্যান্টিন , বাস  সব  জায়গায়  ওড়না  নাকচাপা  দিয়ে  বসে  থাকি . ক্যান্টিন  থেকে  তাও  বের  হয়ে  যাওয়ার  স্কোপ  আসে .",NoAG
"৩  নং   আমি  লাস্ট  ২ -২  তে  গেসি , ওই  যে  একবার  শাসকষ্ট  উঠে  সিমসি  যাওয়া  লাগলো , ঐটার  পর  র  যাই  নাই",NoAG
"এটা নিয়ে এর আগেও এই গ্রুপে বহুত পোস্ট হইসিল। দুঃখজনক হলেও সত্য, সেই পোস্টগুলার কমেন্ট সেকশনে সব সিগারেটখোর রা এসে পোস্টকারীকেই ধুয়ে দিসিল",NoAG
"বিগত ১৩/০২/২০২০ইং তারিখে কতিপয় উশৃঙ্খল শিক্ষার্থী কর্তৃক আমার অফিস কক্ষের সামনে আমারসহ আরও কিছু শিক্ষকদের নাম-ফলক ও জানালার কাচ ভাংচুর করা হয়, যা আমার গায়ে হাত তােলারই সমতুল্য।",NoAG
এর পরিপ্রেক্ষিতে শিক্ষকদের স্বার্থ সংশ্লিষ্ট শিক্ষক সমিতির মধ্য থেকে কোনাে ধরনের ভূমিকা পরিলক্ষিত না হওয়ায় আমি ভীষন ভাবে উদ্বিগ্ন।,NoAG
"এরকম অভিযোগে বুধবার রাত ৩টা থেকে বিশ্ববিদ্যালয় ক্যাম্পাস উত্তাল হয়ে উঠেছিল। এসময় ক্ষুব্ধ শিক্ষার্থীদের বিরুদ্ধে ছাত্রকল্যাণ পরিচালকের কার্যালয়ের জানালা এবং নেমপ্লেট ভাঙা, বিশ্ববিদ্যালয়ের বিভিন্ন বিভাগের তালায় সুপার গ্লো লাগিয়ে দেওয়ার অভিযোগ উঠেছে।",NoAG
জীবনে একবার পহেলা জানুয়ারি ক্লাস করি নাই তাই শোকজ ধরায় দিসে,NoAG
"এসে যখন সবার সাথে পরীক্ষার ব্যাপারে কথা বলছিলেন,তখন আমি বেচারি কি এক অদ্ভুদ আকর্ষণে উনার দিকে ড্যাবড্যাব করে চেয়ে ছিলাম।",NoAG
"উনি হল থেকে যাওয়ার আগে নিচুস্বরে আমার নাম জানতে চাইলেন। নাম শুনে বল্লেন,পারভীন নামটা নাকি উনার খুব পছন্দ।",NoAG
"তাও কান্না করতে হবে না। এখন একটু সরে বসেন, আমি ঘুমাবো। এভাবে বিছানার মাঝখানে বসে থাকলে আমি ঘুমাবো কি ভাবে।",NoAG
"১৯৯৯ বিশ্বকাপ-পরবর্তী সময় দেখলে, সহজ কথায়, হারতে দেখে। একটু কঠিন সুরে বললে, গো-হারা হারতে দেখে। সে সময় বাংলাদেশ দলের সমর্থকরা একটি জয়ের জন্য চাতক পাখির মত অপেক্ষা করতেন।",NoAG
"এক জরিপে দেখা যায়, প্রতি বছর শুধু মার্কিন যুক্তরাষ্ট্রে গবেষণাগারে পরীক্ষার জন্য প্রায় ১০ কোটি ইঁদুর বা গিনিপিগ ব্যবহৃত হচ্ছে।",NoAG
"প্রশ্ন উঠলো, তিনি যতটুকু খাবার গ্রহণ করলেন, তার থেকেও বেশি ভর হ্রাস পেল কীভাবে? সান্তোরিও এই প্রশ্নের কোনো সন্তোষজনক উত্তর দিতে পারেননি।",NoAG
প্রতিদিন দুপুর বেলা এভাবেই ক্লাস শেষে এভাবেই দাড়িয়ে দাড়িয়ে যেতে হয় জুনিয়রদের !!,NoAG
"ভাই, এগুলো পোস্ট দিয়ে আদতে কোন লাভ নাই। ছাত্রদের অসুবিধা সংক্রান্ত পোস্ট গুলো পড়ার জন্য দায়িত্বরত শিক্ষকদের কয়েক সেট করে টিনের চশমা আছে।",NoAG
"চুয়েটের একটা ভাইয়া মারা গেলো আজকে সড়ক দুর্ঘটনায় আর আপনি এসব পোস্ট করে যাচ্ছেন? মানে কি বলতাম আর আপনাদের, আড্ডাবাজ পুরা কার্টুনদের আনাগোনায় ভর্তি",NoAG
আপনার দিক থেকে দেয়া মতামতকে আমি শ্রদ্ধা জানাই বাট আপনার সময়জ্ঞান এর অভাব স্পষ্ট। পোস্টটা আপনি ২ দিন পর ও দিতে পারতেন!!,NoAG
